gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	WT_1_log2CPM	WT_2_log2CPM	WT_3_log2CPM	KO_1_log2CPM	KO_2_log2CPM	KO_3_log2CPM
Crispld2	0.18027	-1.9393	0.48367	0.63976	0.78786	-5.811	-1.7914	-1.8257	-2.6842	-1.7655	-2.1535	-1.4158
Mmachc	0.017843	4.8431	0.48366	0.63977	0.78786	-7.9794	4.7995	4.8366	4.874	4.8611	4.8565	4.8309
Smg6	0.016109	6.5391	0.48337	0.63997	0.7879	-8.1638	6.5485	6.4916	6.5544	6.5294	6.5836	6.5269
4-Mar	0.73162	-5.8954	0.48332	0.64001	0.7879	-4.9352	-7.5193	-5.8554	-5.0061	-2.7385	-7.2828	-6.9704
Neu1	-0.020844	5.9528	-0.48327	0.64004	0.7879	-8.1204	5.9141	5.9192	6.0651	5.9393	5.9519	5.9269
Gatsl3	0.18978	-2.2636	0.4832	0.64008	0.7879	-5.6974	-2.39	-2.7965	-1.7331	-2.208	-2.2384	-2.2155
Ssr4	0.022515	7.2591	0.48318	0.6401	0.7879	-8.1944	7.1518	7.3462	7.2453	7.2655	7.2533	7.2925
Zfp652	0.021818	5.7965	0.48318	0.6401	0.7879	-8.1057	5.8843	5.7322	5.7345	5.7907	5.823	5.8145
D19Ertd737e	-0.025514	4.3683	-0.48307	0.64017	0.78793	-7.8894	4.3203	4.4533	4.3595	4.2924	4.3525	4.4321
Grm1	0.10642	-0.69992	0.48296	0.64025	0.78795	-6.2647	-0.83283	-0.5949	-0.8097	-0.37448	-0.80704	-0.78054
Rapgef3	-0.026779	5.815	-0.48272	0.64041	0.78804	-8.1079	5.7763	5.7545	5.9695	5.8396	5.8072	5.7428
Tle3	-0.01976	6.3992	-0.48272	0.64041	0.78804	-8.1554	6.4168	6.332	6.4836	6.3998	6.401	6.3618
Fam102b	-0.023281	5.4975	-0.48237	0.64065	0.78827	-8.0737	5.6185	5.4558	5.4455	5.4815	5.4955	5.4883
Drg1	0.01445	7	0.48204	0.64088	0.78849	-8.1869	6.9674	7.0235	6.9872	7.0188	6.9925	7.0104
Gm9826	0.11959	-0.21514	0.4817	0.64111	0.78871	-6.4392	-0.24321	-0.40696	-0.14812	0.11391	-0.71292	0.10645
Acacb	-0.17375	-1.3662	-0.48139	0.64133	0.78887	-6.0288	-0.77786	-1.8858	-1.0992	-1.1536	-1.6681	-1.6128
Pygo1	0.73114	-5.833	0.48134	0.64136	0.78887	-4.9424	-5.9344	-5.8554	-6.5911	-2.3641	-7.2828	-6.9704
Pacs2	0.017056	6.0051	0.48129	0.64139	0.78887	-8.126	6.0075	5.9456	6.0399	5.9923	6.0387	6.0067
Gnb4	0.79434	-5.6293	0.48111	0.64151	0.78896	-4.9635	-5.1974	-7.4404	-5.0061	-1.8787	-7.2828	-6.9704
Gm9825	0.10391	-0.86578	0.48087	0.64168	0.7891	-6.2073	-0.86112	-0.90123	-0.97635	-0.62305	-0.83983	-0.99309
A530013C23Rik	0.28221	-3.3944	0.4801	0.64221	0.78961	-5.366	-4.0599	-3.3529	-3.1316	-3.793	-2.7592	-3.2699
Arhgap9	0.027313	5.6804	0.4801	0.64221	0.78961	-8.0954	5.5259	5.7487	5.734	5.7095	5.69	5.6742
SNORD121A	0.14715	-1.1445	0.48004	0.64225	0.78961	-6.1097	-0.94948	-1.3319	-1.3816	-1.1184	-0.54131	-1.5441
Edf1	0.02701	5.1514	0.47974	0.64245	0.78981	-8.0298	5.046	5.1034	5.2858	5.1924	5.1417	5.1391
Bai2	0.97588	-4.842	0.47927	0.64278	0.79014	-5.0742	-5.9344	-5.1185	-4.2691	0.52339	-7.2828	-6.9704
Amd2	-0.083908	-0.17262	-0.479	0.64296	0.79031	-6.4564	-0.20645	0.010826	-0.25121	-0.33355	-0.2275	-0.027852
Zfp30	-0.25266	-2.4488	-0.47889	0.64304	0.79034	-5.6342	-2.0931	-2.5824	-2.0675	-1.821	-2.3286	-3.8004
Hs2st1	0.017304	5.7099	0.47819	0.64352	0.79087	-8.0995	5.7511	5.6968	5.6506	5.7064	5.7436	5.7107
Ect2	0.017403	7.074	0.47811	0.64357	0.79088	-8.1916	7.1238	7.0699	6.9994	7.067	7.0907	7.0931
Cct8	0.014592	8.8711	0.47785	0.64375	0.79099	-8.2077	8.8703	8.8728	8.8481	8.8391	8.9076	8.8884
Itgae	0.15196	-1.667	0.47777	0.6438	0.79099	-5.9189	-1.3295	-1.9485	-2.0675	-1.7121	-1.4001	-1.5441
Mrpl27	-0.02137	4.4806	-0.4777	0.64385	0.79099	-7.9153	4.4177	4.5258	4.5401	4.4814	4.4498	4.4689
Fancg	0.020663	5.2477	0.47768	0.64387	0.79099	-8.0443	5.2071	5.2269	5.2866	5.2474	5.3262	5.1917
Gm5392	0.25248	-2.798	0.47743	0.64404	0.79114	-5.5259	-2.8755	-2.6855	-3.4211	-2.8496	-3.1953	-1.7609
Ldha-ps	-0.2105	-2.6162	-0.47715	0.64423	0.79131	-5.5843	-2.1618	-2.396	-3.1316	-2.5392	-2.8905	-2.578
Med9	-0.018293	4.3592	-0.47704	0.64431	0.79135	-7.8906	4.3683	4.3544	4.3869	4.3712	4.3315	4.3431
Ecscr	-0.15861	-1.5106	-0.47691	0.64439	0.79139	-5.9806	-1.2156	-1.0653	-2.1987	-1.4711	-1.352	-1.7609
Eif2b5	-0.018081	6.7865	-0.47663	0.64458	0.79156	-8.1806	6.7661	6.8655	6.7525	6.7443	6.794	6.7967
Ntrk3	0.82665	-5.7039	0.47634	0.64478	0.79168	-4.9572	-7.5193	-3.981	-6.5911	-1.8787	-7.2828	-6.9704
Gm8876	0.33116	-3.2801	0.47631	0.64481	0.79168	-5.396	-3.8189	-3.5335	-2.8906	-2.6354	-4.4754	-2.3265
Fam55c	-0.020908	5.4358	-0.47627	0.64483	0.79168	-8.0694	5.4445	5.5089	5.378	5.3906	5.4869	5.406
Farp1	0.64817	-4.1356	0.47614	0.64492	0.79173	-5.202	-4.712	-3.3529	-5.0061	-1.1896	-3.5823	-6.9704
Dus3l	-0.034092	4.9373	-0.47604	0.64499	0.79175	-7.9989	4.8998	4.8453	5.1491	4.9881	4.8565	4.8849
Nomo1	0.01341	7.5895	0.47576	0.64518	0.79192	-8.2045	7.581	7.5806	7.5869	7.6014	7.6133	7.5737
Ormdl3	0.016743	5.2101	0.47567	0.64525	0.79192	-8.0401	5.1904	5.2221	5.1899	5.1823	5.2479	5.2278
Psmb3	-0.021755	6.8446	-0.47562	0.64528	0.79192	-8.1838	6.7631	6.95	6.8536	6.8448	6.8129	6.8435
Gm16765	0.13508	-0.92462	0.4755	0.64536	0.79196	-6.1881	-0.98017	-0.69892	-1.3816	-0.98562	-0.36391	-1.1375
Mbnl1	0.021632	8.6494	0.47536	0.64546	0.79202	-8.209	8.7467	8.5941	8.5751	8.6483	8.6876	8.6449
Tomm7	0.025097	6.9277	0.47527	0.64552	0.79203	-8.1875	6.8059	6.9734	6.967	6.8868	6.9116	7.0212
Zfp641	0.78245	-5.8197	0.4749	0.64577	0.79229	-4.9457	-7.5193	-4.2705	-6.5911	-2.284	-7.2828	-6.9704
Inpp4a	-0.017742	5.0158	-0.47421	0.64625	0.79281	-8.0123	5.0597	5.0007	5.0121	4.9932	5.0467	4.982
Gm15530	0.29842	-3.1274	0.47411	0.64632	0.79283	-5.4368	-2.6614	-3.981	-3.1316	-2.284	-3.8233	-2.8829
Htatip2	0.024991	4.6399	0.47385	0.64649	0.79297	-7.9482	4.5165	4.686	4.6914	4.6661	4.62	4.6594
Shisa7	0.40637	-1.8218	0.47379	0.64653	0.79297	-5.8635	-1.6367	-2.5824	-1.3816	0.44322	-2.8905	-2.8829
C1ra	-0.051895	1.37	-0.47343	0.64678	0.7932	-7.0045	1.3965	1.3573	1.4588	1.2977	1.5149	1.1945
Cnot10	0.016257	6.0462	0.47338	0.64682	0.7932	-8.1337	5.9958	6.0621	6.0593	6.0591	6.0801	6.021
Zfp1	-0.021683	3.9758	-0.47331	0.64687	0.7932	-7.805	4.0057	4.0226	3.9177	3.95	3.9974	3.9611
Slc25a36	0.017421	6.3245	0.473	0.64708	0.7933	-8.1553	6.3828	6.2934	6.2675	6.3197	6.3421	6.3418
Cdc20	0.024927	6.9641	0.47298	0.64709	0.7933	-8.1902	6.8391	7.0686	6.9472	6.9526	7.0039	6.9733
Rpl35a-ps3	-0.20875	-2.0804	-0.47297	0.6471	0.7933	-5.7631	-2.1618	-2.2309	-1.2335	-2.0016	-1.7909	-3.0635
Vps4b	-0.016603	7.2201	-0.4728	0.64721	0.79334	-8.1988	7.2762	7.2427	7.1641	7.1967	7.2215	7.2192
Inpp5d	0.015148	8.1047	0.47264	0.64733	0.79334	-8.2098	8.1175	8.0804	8.0934	8.1134	8.1534	8.0701
Med30	0.024413	4.0046	0.47247	0.64745	0.79334	-7.8123	3.9303	4	4.0537	3.9449	4.0476	4.0513
Nudt9	-0.027913	4.5049	-0.47247	0.64745	0.79334	-7.9229	4.4221	4.5663	4.5757	4.4048	4.5748	4.4855
Plch2	0.73027	-4.714	0.47245	0.64746	0.79334	-5.0981	-4.712	-5.1185	-5.0061	-0.77917	-5.6978	-6.9704
Cyp4v3	0.017401	5.233	0.47241	0.64749	0.79334	-8.045	5.2708	5.223	5.1717	5.2322	5.2479	5.2527
AA960436	-0.020727	5.2161	-0.47239	0.6475	0.79334	-8.0428	5.1462	5.2424	5.3011	5.1946	5.2263	5.186
Gm12099	0.2903	-3.3575	0.47227	0.64758	0.79334	-5.3782	-3.6124	-3.7399	-3.1316	-3.1011	-4.1129	-2.4468
5S_rRNA	0.078191	0.078113	0.47226	0.64759	0.79334	-6.5518	-0.10148	0.19624	0.038292	0.08401	0.27946	-0.027852
Thg1l	0.023042	4.5529	0.47206	0.64773	0.7934	-7.9326	4.5062	4.622	4.4824	4.5397	4.5418	4.6254
Trim65	0.018186	4.849	0.47201	0.64776	0.7934	-7.9864	4.8592	4.8482	4.8039	4.8152	4.878	4.8896
Spag8	0.15818	-2.0221	0.47197	0.64778	0.7934	-5.789	-2.2339	-2.155	-1.8362	-2.0672	-1.7282	-2.1124
Cir1	-0.019947	5.2891	-0.47173	0.64795	0.79354	-8.053	5.3118	5.353	5.2223	5.244	5.3192	5.2844
Sgtb	0.31197	-1.6745	0.47135	0.64821	0.79378	-5.9191	-1.7914	-1.3743	-2.1987	0.068823	-2.4248	-2.3265
Hnrnpul2	0.015546	8.5519	0.4713	0.64825	0.79378	-8.211	8.5805	8.5363	8.5155	8.5183	8.5921	8.5687
Dbf4	-0.017363	6.5328	-0.47076	0.64862	0.79416	-8.1699	6.5747	6.565	6.4809	6.4866	6.562	6.5279
Efcab7	0.038055	2.2109	0.47071	0.64866	0.79416	-7.2874	2.2305	2.2373	2.0989	2.2896	2.289	2.1197
C430042M11Rik	0.18687	-2.2888	0.47059	0.64874	0.79419	-5.6931	-2.2339	-2.3111	-2.6842	-1.9388	-2.6389	-1.926
Ddhd2	0.017283	5.858	0.47031	0.64893	0.7943	-8.1183	5.9118	5.8044	5.8297	5.8717	5.8604	5.8698
Cyp4f41-ps	0.067235	0.70445	0.47013	0.64905	0.7943	-6.7776	0.67543	0.51962	0.82679	0.62032	0.63011	0.95445
Bri3	-0.027531	3.5523	-0.47008	0.64908	0.7943	-7.6977	3.5339	3.5014	3.6862	3.5434	3.4813	3.5678
3000002C10Rik	0.046916	2.3979	0.47007	0.64909	0.7943	-7.3487	2.1863	2.459	2.5096	2.322	2.5165	2.3938
Fam86	-0.023264	4.6322	-0.46997	0.64916	0.7943	-7.9488	4.5518	4.6619	4.7303	4.6049	4.5949	4.6494
Golph3l	-0.01787	6.5313	-0.46992	0.6492	0.7943	-8.1702	6.5862	6.5609	6.4688	6.5181	6.4966	6.5575
Gm15379	0.29785	-3.316	0.46991	0.64921	0.7943	-5.3908	-3.8189	-3.7399	-2.5036	-2.6354	-3.0349	-4.163
Gm17624	-0.281	-3.1744	-0.46981	0.64927	0.7943	-5.4256	-3.8189	-2.9168	-2.1987	-3.406	-3.8233	-2.8829
Gm15067	0.13908	-1.0652	0.46978	0.64929	0.7943	-6.1423	-1.1795	-1.1005	-1.1648	-0.86406	-1.5549	-0.52742
Rpl6	-0.019044	10.298	-0.46972	0.64934	0.7943	-8.2071	10.224	10.369	10.331	10.273	10.321	10.273
2810468N07Rik	-0.53904	-4.6122	-0.46967	0.64937	0.7943	-5.1141	-4.712	-3.7399	-4.2691	-2.284	-5.6978	-6.9704
Gm15612	0.2218	-2.8555	0.4694	0.64955	0.79446	-5.5149	-2.9958	-3.1925	-2.6842	-2.7385	-3.1953	-2.3265
Mrpl47	0.020631	4.9963	0.46915	0.64973	0.79449	-8.0118	4.9516	5.0321	4.9688	4.9373	5.0484	5.0398
Rrp1b	0.018583	6.5591	0.46909	0.64977	0.79449	-8.1723	6.5714	6.4866	6.5937	6.5247	6.6186	6.5599
Ccnb2	-0.016675	6.8151	-0.46905	0.64979	0.79449	-8.1858	6.7693	6.8781	6.8227	6.7847	6.826	6.8097
1700026L06Rik	0.17191	-2.2429	0.46895	0.64987	0.79449	-5.7105	-2.3099	-2.4862	-2.1987	-2.449	-1.9974	-2.0162
Gins3	-0.020251	4.4113	-0.46893	0.64988	0.79449	-7.9056	4.4221	4.4442	4.3884	4.3438	4.4396	4.43
Gm5830	0.12865	-1.4512	0.46888	0.64992	0.79449	-6.0062	-1.5421	-1.659	-1.3057	-1.3437	-1.6681	-1.189
1110004F10Rik	-0.014259	6.9056	-0.46885	0.64993	0.79449	-8.1899	6.9226	6.9192	6.8949	6.865	6.9081	6.9236
Gm13476	0.031425	2.5682	0.46859	0.65011	0.79465	-7.4044	2.5481	2.627	2.4615	2.5954	2.5799	2.5976
Gm8185	0.27448	-3.5111	0.46847	0.65019	0.79466	-5.3429	-3.4319	-3.981	-3.4211	-2.8496	-3.5823	-3.8004
Rbm41	-0.037761	4.1953	-0.46843	0.65022	0.79466	-7.859	4.3939	4.0856	4.1445	4.1116	4.2588	4.1775
Gm5457	0.22593	-1.8787	0.46833	0.65029	0.79468	-5.8433	-2.3099	-2.0828	-1.5467	-1.7121	-2.7592	-0.86184
Gm14046	0.1148	-0.32573	0.46799	0.65052	0.79491	-6.4057	-0.4213	-0.36357	-0.40124	-0.1625	-0.77498	0.16918
Gm10425	0.13034	-1.5411	0.46775	0.65069	0.79505	-5.9724	-1.4532	-1.6075	-1.8362	-1.6108	-1.2604	-1.4785
Arhgap11a	0.018724	7.4348	0.46762	0.65078	0.79505	-8.2062	7.496	7.3875	7.3918	7.3935	7.4872	7.4528
Prmt2	-0.047871	1.5936	-0.4676	0.6508	0.79505	-7.0831	1.4891	1.6603	1.7532	1.6333	1.5658	1.4601
Avl9	-0.029376	6.0407	-0.4674	0.65093	0.79511	-8.1363	6.2161	5.9443	6.0016	6.0476	6.0266	6.0082
Pkn2	-0.023219	6.6397	-0.46738	0.65094	0.79511	-8.1777	6.7725	6.6008	6.5759	6.6103	6.6384	6.6403
Jkamp	-0.019637	4.6074	-0.46712	0.65112	0.79519	-7.9455	4.6231	4.6381	4.5807	4.593	4.5497	4.6594
Rpl13a-ps1	0.12072	0.56408	0.46713	0.65112	0.79519	-6.73	0.56282	0.15207	0.90878	0.96191	0.048139	0.75073
Hsp90ab1	0.016023	12.024	0.46707	0.65116	0.79519	-8.188	11.989	12.066	11.994	12.009	12.069	12.018
Srek1ip1	-0.017941	5.4813	-0.46653	0.65153	0.79559	-8.0799	5.5314	5.4902	5.4413	5.4286	5.486	5.5102
Hnrnpf	-0.016518	9.0646	-0.46602	0.65189	0.79596	-8.2136	9.0915	9.0894	9.0377	9.0127	9.1148	9.0415
S1pr2	0.020417	4.3011	0.46576	0.65207	0.79611	-7.8837	4.2795	4.257	4.3448	4.2727	4.3543	4.2982
Gm7973	0.19821	-2.2602	0.46544	0.65228	0.7963	-5.7063	-2.0275	-3.0481	-1.9472	-2.284	-2.3286	-1.926
Snx8	0.022022	4.7896	0.46534	0.65235	0.7963	-7.9796	4.7646	4.7027	4.8842	4.7882	4.8037	4.7941
Tsga14	0.018867	4.374	0.46531	0.65237	0.7963	-7.8996	4.3887	4.3438	4.3639	4.3942	4.4138	4.3397
Gm9855	-0.19612	-2.1376	-0.46516	0.65247	0.79637	-5.7502	-2.0275	-1.659	-2.5036	-1.6605	-2.7592	-2.2155
4921530L18Rik	-0.085257	-0.20826	-0.46497	0.65261	0.79645	-6.4501	-0.1706	-0.36357	0.12318	-0.18054	-0.31699	-0.34101
Rpl27	-0.026038	8.6339	-0.46492	0.65264	0.79645	-8.2143	8.535	8.6191	8.7868	8.6414	8.6	8.6212
Gm7689	0.068981	3.1068	0.46464	0.65284	0.79657	-7.5736	3.0496	3.0684	3.1111	3.3915	2.7298	3.2906
Csnk2a1-ps	0.2706	-3.4871	0.4646	0.65286	0.79657	-5.3505	-3.8189	-3.7399	-3.1316	-2.8496	-3.5823	-3.8004
Rnpepl1	0.027993	5.1497	0.4645	0.65293	0.79657	-8.0373	5.1034	5.0244	5.3003	5.1623	5.1422	5.1657
Scyl1	-0.015858	5.985	-0.46448	0.65295	0.79657	-8.1329	5.9639	5.9808	6.039	6.0058	5.9591	5.9617
Polr2i	0.02627	3.62	0.46439	0.65301	0.79659	-7.7186	3.523	3.6047	3.7161	3.6352	3.5976	3.6434
Ercc4	-0.023028	4.9659	-0.46426	0.6531	0.79664	-8.0096	5.0446	4.8986	4.9953	4.9912	4.9837	4.8818
Uhrf1bp1l	0.021097	6.475	0.46399	0.65328	0.7968	-8.1698	6.5661	6.4017	6.4235	6.5177	6.4708	6.4704
Fam175a	0.019735	4.4874	0.46369	0.65349	0.79696	-7.9237	4.5013	4.4518	4.473	4.4436	4.5047	4.5498
Arpc1b	-0.01839	9.1401	-0.46366	0.65351	0.79696	-8.2147	9.0876	9.1282	9.232	9.1521	9.1262	9.1144
Gm6153	0.11812	-0.84993	0.46352	0.65361	0.79701	-6.2211	-0.62451	-1.1366	-0.97635	-0.52763	-1.093	-0.74155
Unc5c	0.26812	-3.0331	0.46284	0.65408	0.79752	-5.4682	-3.6124	-2.7965	-2.8906	-2.208	-2.8905	-3.8004
4930509G22Rik	-0.094544	-0.73599	-0.46273	0.65415	0.79755	-6.2629	-0.67384	-0.69892	-0.70842	-0.72523	-0.979	-0.63052
Gm5481	-0.088367	0.65564	-0.46255	0.65428	0.79765	-6.7643	0.64558	0.70427	0.73985	0.74975	0.15185	0.94252
C330006D17Rik	0.052365	1.2505	0.4623	0.65445	0.7978	-6.9692	1.212	1.1999	1.2481	1.1028	1.3932	1.347
Zfp128	0.028567	2.9361	0.46179	0.6548	0.79816	-7.5236	2.9493	2.9487	2.8581	3.0213	2.8984	2.941
Mkln1	-0.014517	6.6289	-0.46149	0.65501	0.79829	-8.1801	6.6727	6.6031	6.6322	6.606	6.6311	6.6285
Sh2b1	0.02156	6.5312	0.46149	0.65501	0.79829	-8.1744	6.4686	6.4704	6.6298	6.5567	6.5683	6.4933
Ethe1	0.02532	4.6435	0.46117	0.65524	0.79845	-7.9553	4.5632	4.5754	4.778	4.656	4.6327	4.6558
Npat	0.020402	6.3703	0.46115	0.65525	0.79845	-8.1644	6.4602	6.3043	6.3119	6.366	6.3904	6.389
Hrh2	0.021393	3.5887	0.46109	0.65529	0.79845	-7.7118	3.5608	3.6006	3.5675	3.576	3.6022	3.6249
Il22ra2	-0.10557	-0.41804	-0.46079	0.6555	0.79854	-6.3767	-0.40039	-0.49787	-0.21602	-0.89351	-0.27155	-0.2289
Gm14470	-0.1924	-2.5792	-0.46076	0.65552	0.79854	-5.6022	-2.7644	-2.4862	-2.0675	-2.6354	-2.6389	-2.8829
Map3k7	-0.018984	6.4698	-0.46076	0.65552	0.79854	-8.1711	6.5632	6.4536	6.4165	6.4492	6.4484	6.4882
Fam195b	-0.025381	5.4658	-0.46061	0.65562	0.79856	-8.081	5.3715	5.4633	5.615	5.4427	5.4295	5.4728
Gm11398	-0.096145	-0.28506	-0.46058	0.65564	0.79856	-6.4243	-0.55355	-0.16426	0.095436	-0.46	-0.2275	-0.40051
Gm5578	-0.024908	5.3096	-0.46049	0.6557	0.79858	-8.0614	5.4365	5.2809	5.2343	5.2533	5.3019	5.3507
S1pr4	0.03303	3.4458	0.46031	0.65583	0.79862	-7.6732	3.4121	3.312	3.5876	3.3915	3.4392	3.5325
Palm	-0.023125	6.3338	-0.46029	0.65584	0.79862	-8.1624	6.3174	6.2591	6.4674	6.3342	6.2834	6.3415
Srrm4	0.79146	-5.446	0.46022	0.65589	0.79862	-4.9931	-7.5193	-5.1185	-4.2691	-1.5161	-7.2828	-6.9704
Gm16082	-0.25828	-3.233	-0.45988	0.65612	0.79881	-5.4159	-2.4749	-3.7399	-3.1316	-3.406	-3.3759	-3.2699
Tapt1	0.017211	5.5217	0.45985	0.65615	0.79881	-8.088	5.5673	5.4686	5.5033	5.5494	5.538	5.5036
Mri1	-0.019828	4.9552	-0.45976	0.65621	0.79882	-8.0101	4.9208	4.9317	5.0559	4.9555	4.919	4.9481
Sytl1	-0.023718	4.2382	-0.45956	0.65635	0.79892	-7.873	4.2592	4.1849	4.3106	4.2066	4.1638	4.304
Pkig	0.023375	5.3056	0.4595	0.65639	0.79892	-8.0613	5.2797	5.2185	5.3944	5.3436	5.242	5.3552
6530401N04Rik	-0.024658	3.4832	-0.45935	0.65649	0.79893	-7.6841	3.5515	3.423	3.5109	3.4513	3.4663	3.4962
Trim8	0.02727	5.4806	0.4593	0.65653	0.79893	-8.0834	5.4531	5.344	5.6199	5.474	5.5025	5.4903
Trim62	-0.045189	2.3638	-0.45927	0.65655	0.79893	-7.3432	2.4334	2.3654	2.3834	2.3999	2.4969	2.1038
Gm15024	0.11683	-1.2311	0.45916	0.65662	0.79896	-6.0902	-1.5421	-1.2506	-0.97635	-1.2266	-1.093	-1.2979
Esd	-0.019368	7.7048	-0.45908	0.65668	0.79897	-8.2143	7.6586	7.8093	7.6751	7.67	7.7097	7.7063
Ltk	0.60462	-4.1998	0.45828	0.65724	0.79958	-5.198	-4.3494	-5.8554	-2.6842	-1.2266	-5.6978	-5.3854
Cxxc5	-0.01813	5.6593	-0.45818	0.6573	0.7996	-8.1043	5.6793	5.6232	5.7084	5.7076	5.6153	5.6219
Tmeff1	0.76861	-5.5689	0.45806	0.65738	0.79962	-4.9771	-5.9344	-5.1185	-6.5911	-1.5161	-7.2828	-6.9704
Gm8587	0.14452	-1.0542	0.45802	0.65742	0.79962	-6.1527	-1.1795	-1.1366	-0.97635	-0.43814	-1.5549	-1.0396
Cacna1g	0.92852	-5.3475	0.45774	0.65761	0.79972	-5.0043	-7.5193	-3.0481	-6.5911	-0.67324	-7.2828	-6.9704
Arxes2	0.26917	-2.7058	0.45769	0.65764	0.79972	-5.5651	-3.127	-2.4862	-2.6842	-1.7121	-2.4248	-3.8004
Taok1	0.027627	6.8296	0.45768	0.65765	0.79972	-8.1921	6.9645	6.7145	6.7655	6.8039	6.8977	6.8316
Gm16091	0.27455	-2.8053	0.45757	0.65772	0.79975	-5.5296	-2.39	-2.5824	-4.2691	-3.2455	-2.3286	-2.0162
Rps15	0.028051	9.5553	0.45749	0.65778	0.79975	-8.217	9.3831	9.6236	9.6169	9.6124	9.515	9.5807
Cbx8	0.030603	3.2035	0.45738	0.65786	0.79978	-7.6055	3.2661	3.2347	3.0292	3.2623	3.196	3.233
Porcn	0.6105	-4.7886	0.45703	0.6581	0.7999	-5.0917	-5.9344	-3.981	-5.0061	-1.8787	-4.9608	-6.9704
Rbm25	0.01696	8.0969	0.457	0.65812	0.7999	-8.2176	8.1412	8.0783	8.0455	8.0532	8.1432	8.1198
St8sia5	-0.61708	-5.1151	-0.45699	0.65813	0.7999	-5.0366	-4.3494	-5.8554	-3.7837	-2.449	-7.2828	-6.9704
Snord88c	0.2381	-2.8673	0.45695	0.65815	0.7999	-5.5171	-3.6124	-2.9168	-2.3431	-3.2455	-2.7592	-2.3265
Hopx	0.70233	-5.9744	0.45659	0.65841	0.79999	-4.9352	-7.5193	-4.633	-6.5911	-2.8496	-7.2828	-6.9704
Nacad	0.70233	-5.9744	0.45659	0.65841	0.79999	-4.9352	-7.5193	-4.633	-6.5911	-2.8496	-7.2828	-6.9704
Pou3f3	0.70233	-5.9744	0.45659	0.65841	0.79999	-4.9352	-7.5193	-4.633	-6.5911	-2.8496	-7.2828	-6.9704
1500011K16Rik	0.038444	2.7774	0.45648	0.65848	0.79999	-7.4768	2.6767	2.6642	2.9769	2.7197	2.798	2.8289
RP24-341K21.6	-0.10136	-0.76061	-0.45648	0.65848	0.79999	-6.2571	-0.55355	-0.87053	-0.66033	-0.64793	-0.74362	-1.0877
Cct2	-0.016044	9.3506	-0.45628	0.65862	0.8001	-8.2181	9.3485	9.4129	9.3145	9.3169	9.3792	9.3316
Tmem79	0.08413	-0.020423	0.45569	0.65903	0.80053	-6.5229	0.027563	0.16695	-0.48254	0.099038	0.048139	0.018318
Pycr2	-0.022068	4.9514	-0.45561	0.65909	0.80054	-8.0115	4.8993	4.9919	5.0009	4.976	4.8539	4.9864
Copb2	-0.016092	8.0505	-0.45534	0.65927	0.80068	-8.2183	8.1122	8.0658	7.9975	8.0222	8.0561	8.0494
Ythdf2	0.01501	6.8325	0.45514	0.65941	0.80068	-8.1935	6.8693	6.803	6.8017	6.8315	6.8709	6.8185
Mc1r	-0.22576	-2.902	-0.45511	0.65943	0.80068	-5.5082	-3.2714	-2.2309	-2.8906	-3.1011	-3.0349	-2.8829
Nip7	0.020203	6.1985	0.45503	0.65949	0.80068	-8.1551	6.1653	6.2669	6.1273	6.1494	6.2421	6.2402
Podxl2	0.41766	-3.424	0.45502	0.65949	0.80068	-5.3694	-3.8189	-3.3529	-3.4211	-1.1896	-4.1129	-4.6484
Bud13	0.020697	4.7874	0.45496	0.65954	0.80068	-7.9843	4.7577	4.7965	4.7758	4.7339	4.8806	4.7799
Gm17296	0.022694	5.2452	0.4549	0.65958	0.80068	-8.0555	5.307	5.134	5.2642	5.2334	5.3038	5.229
Vps16	0.021072	6.8828	0.45485	0.65961	0.80068	-8.1959	6.7844	6.965	6.868	6.8844	6.9333	6.862
1110032A03Rik	-0.02765	3.0861	-0.45468	0.65973	0.80074	-7.5724	3.0722	3.1697	3.0582	3.1204	3.0933	3.0026
A530032D15Rik	-0.35375	-3.9782	-0.45464	0.65976	0.80074	-5.2424	-4.712	-3.981	-2.5036	-4.6861	-4.4754	-3.5109
Pde12	-0.021626	5	-0.45454	0.65982	0.80076	-8.0198	5.0794	4.9903	4.9553	4.9575	5.0662	4.9511
Gm10614	0.10524	-0.98834	0.45443	0.6599	0.80079	-6.1775	-1.2156	-0.84047	-1.0365	-0.80692	-0.94293	-1.0877
Gm5529	0.083052	1.3124	0.45433	0.65997	0.80082	-6.994	1.1137	1.4695	1.2227	1.5861	0.94122	1.5414
Fam107a	1.1107	-4.5217	0.45392	0.66026	0.80106	-5.1361	-7.5193	-2.6855	-4.2691	1.5967	-7.2828	-6.9704
Gm7694	-0.026746	3.0468	-0.45389	0.66028	0.80106	-7.5609	3.0534	3.0485	3.0972	3.0831	3.0515	2.947
Gm8129	0.11268	-0.20583	0.45377	0.66036	0.80111	-6.4565	-0.44252	-0.3851	0.067147	-0.29375	-0.54131	0.36055
Tspyl1	-0.017393	5.996	-0.45354	0.66052	0.80124	-8.1393	6.0083	6.0603	5.9406	6.0152	5.9573	5.9942
Impa1	-0.015709	6.6457	-0.45328	0.6607	0.8014	-8.1851	6.681	6.6752	6.6008	6.6022	6.6574	6.6573
Cntn2	0.87081	-5.1361	0.45309	0.66083	0.80141	-5.0385	-7.5193	-4.2705	-4.2691	-0.50473	-7.2828	-6.9704
